id,tenant_id,contact_id,name,description,category,pricing_type,unit_price,hourly_rate,monthly_price,tax_rate,taxable,currency,is_active,times_used,total_revenue,tags,created_at,created_by
6776f972-d96f-4faa-a328-c79729fd5816,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Lead Generation,Professional seo optimization service,implementation,monthly,,,519.34,10,False,USD,True,42,18095.74,['existing_customer'],2026-06-12T09:03:31.839805,56bbe842-f0da-4e30-a46c-38025bfb382e
48b25cf3-3e3f-419d-a402-2bbe95e20bab,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Technical Support,Professional custom development service,consulting,project,,,,5,True,USD,True,31,25397.99,"['startup', 'new_market']",2026-07-08T11:21:29.839847,fdbc7119-6732-45ab-9136-cb056076a38a
7677cedc-fa60-4164-a8ce-958d2776203a,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Strategy Consulting,Professional email campaign management service,development,project,,,,5,True,USD,True,69,26123.23,"['vip', 'new_market']",2025-11-28T07:43:01.843144,056273a6-60a0-4f5f-96b3-0a1f9b494aa8
981c9943-bdd7-4ad8-8e68-8a07e621a243,fa6b3223-0c9a-40e9-b075-9220ef58763e,0541ea6d-58fa-4554-854b-b52cff274ad6,Data Migration,Professional analytics setup service,training,fixed,467.6,,,10,True,USD,True,53,40386.4,['vip'],2025-10-05T12:51:58.843190,73a569a6-1e94-43c5-ab7e-31c0c0b2a6fb
dfb1fbcc-a92b-476b-8306-679afc7099d6,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Email Campaign Management,Professional data migration service,training,hourly,,180.98,,10,True,USD,True,62,20905.86,[],2025-10-12T09:01:39.843226,40fd4c0b-aaa5-4aad-9d10-5269ef1b800f
b4370b5a-4af1-47f1-8fe3-aecd328188ba,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Data Migration,Professional training workshop service,development,monthly,,,1737.0,10,False,USD,True,28,17264.1,['bulk_order'],2025-11-24T08:23:13.843252,02aa60b8-30fa-45cc-90ce-706799bfffeb
70411b0f-9223-4b7e-b598-6294a06f1745,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Technical Support,Professional training workshop service,implementation,monthly,,,1486.7,5,False,USD,True,5,5470.73,['cold_lead'],2026-02-14T09:50:26.843273,056273a6-60a0-4f5f-96b3-0a1f9b494aa8
f1be60bf-7ab5-41a9-9744-1c6e455eea3f,fa6b3223-0c9a-40e9-b075-9220ef58763e,,CRM Implementation,Professional integration setup service,support,monthly,,,4664.88,5,True,USD,True,56,35860.76,['win_back'],2026-02-23T08:54:31.843299,02aa60b8-30fa-45cc-90ce-706799bfffeb
c63f3138-a510-4ffd-84a9-22a770dc4db5,fa6b3223-0c9a-40e9-b075-9220ef58763e,d81322f1-4a56-448f-b144-47bd8b1b17ab,Data Migration,Professional email campaign management service,implementation,project,,,,10,True,USD,True,72,8388.79,"['high_priority', 'referral_partner']",2026-06-21T11:14:45.843321,4f5c97d1-2a5a-4459-bb2c-75d59167674a
33ed5d6c-7997-4d2c-8152-a05732660efb,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Email Campaign Management,Professional technical support service,development,monthly,,,2078.89,5,True,USD,True,95,3324.51,[],2025-12-26T05:42:47.843341,73a569a6-1e94-43c5-ab7e-31c0c0b2a6fb
0abd2a66-17c9-4b9d-a5db-3d4157da8b66,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Lead Generation,Professional integration setup service,development,monthly,,,4467.43,10,True,USD,True,55,3744.16,"['cold_lead', 'webinar_attendee']",2026-03-04T07:47:31.843362,70a1a11d-5ed0-4a43-ae45-a3d2f63e8213
0937a93c-01fc-45d8-bf6b-af0357d45419,fa6b3223-0c9a-40e9-b075-9220ef58763e,,CRM Implementation,Professional integration setup service,support,hourly,,268.46,,10,True,USD,True,68,22355.21,['at_risk'],2025-09-10T14:11:49.843383,02aa60b8-30fa-45cc-90ce-706799bfffeb
c1f2392b-cec2-41d4-b4ca-7355de293760,fa6b3223-0c9a-40e9-b075-9220ef58763e,781e5e6b-e4e4-46d3-8f05-ffb0f31926f2,Custom Development,Professional training workshop service,support,hourly,,121.13,,0,True,USD,True,67,46883.73,[],2025-09-21T03:11:19.843403,70a1a11d-5ed0-4a43-ae45-a3d2f63e8213
6f4b4803-f755-447b-89b4-e7e48f47ea92,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Performance Review,Professional workflow optimization service,consulting,monthly,,,3983.35,10,False,USD,True,10,14617.12,['startup'],2026-07-31T00:44:52.843428,40fd4c0b-aaa5-4aad-9d10-5269ef1b800f
4959de39-4661-424d-82c6-fa5a2bf16dac,fa6b3223-0c9a-40e9-b075-9220ef58763e,3894470f-60cc-4e4e-8b9a-97be57ab331f,Content Creation,Professional training workshop service,consulting,monthly,,,811.81,0,True,USD,True,66,12401.2,[],2026-03-15T19:42:45.843454,77216429-0c61-4206-8455-fea64c0b6917
9d5713e7-0c81-4040-8e66-eb9250d1d731,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Data Migration,Professional analytics setup service,support,monthly,,,1944.43,5,True,USD,True,49,1569.17,[],2025-10-12T09:19:36.843473,77216429-0c61-4206-8455-fea64c0b6917
2918f50d-f4ed-4e6b-b050-ca148f579910,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Performance Review,Professional performance review service,consulting,fixed,386.78,,,5,True,USD,True,6,5299.02,[],2026-06-09T15:45:20.843493,056273a6-60a0-4f5f-96b3-0a1f9b494aa8
54f6e9c3-f7b8-4449-bd25-aba98e257dc8,fa6b3223-0c9a-40e9-b075-9220ef58763e,3f8a20f8-f89f-4185-8160-ca9dad08caab,Technical Support,Professional lead generation service,implementation,monthly,,,1539.71,10,True,USD,False,74,42680.61,[],2026-05-25T17:32:00.843514,056273a6-60a0-4f5f-96b3-0a1f9b494aa8
842fdf9b-1a24-47f5-a9a9-7b40c9ece4d4,fa6b3223-0c9a-40e9-b075-9220ef58763e,a1c5af0f-7954-46cb-bff0-a6976950076c,Email Campaign Management,Professional data migration service,consulting,monthly,,,4870.77,0,True,USD,True,37,31775.68,[],2026-05-27T16:39:58.843535,3a7a726c-307e-4e71-8d43-f4ec0d020101
acedd261-4489-400b-b6aa-3dca697be5c7,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Workflow Optimization,Professional lead generation service,consulting,hourly,,189.59,,0,True,USD,True,1,5749.28,[],2025-10-13T21:16:55.843555,73a569a6-1e94-43c5-ab7e-31c0c0b2a6fb
05f584f8-fb02-49ee-bfdb-c9fe012d330d,fa6b3223-0c9a-40e9-b075-9220ef58763e,b875e0cb-82f5-459d-b3ec-1335599d022c,Integration Setup,Professional analytics setup service,support,project,,,,10,True,USD,True,19,42623.77,[],2026-05-15T14:57:14.843576,70a1a11d-5ed0-4a43-ae45-a3d2f63e8213
e5999374-1bbb-446a-88ea-6598ccfb28e3,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Lead Generation,Professional technical support service,training,fixed,103.46,,,10,False,USD,True,60,20530.11,['seasonal'],2026-04-25T06:43:38.843600,b0e0e9fd-ef8b-47d5-b426-0e52c2535506
84530cbc-d4dd-4ea5-b157-8a3bc4448e5b,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Email Campaign Management,Professional strategy consulting service,support,hourly,,113.89,,0,True,USD,True,51,28103.68,"['bulk_order', 'new_market']",2026-05-09T08:49:43.843621,02aa60b8-30fa-45cc-90ce-706799bfffeb
0f17b705-3a36-4faa-87e3-ae918df89a7f,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Security Audit,Professional integration setup service,support,fixed,416.18,,,5,True,USD,True,82,40419.48,['trial'],2026-01-21T22:01:13.843650,e4a0f782-d61b-4052-849d-5679c682e6e0
8d2ebfb6-e5dd-4400-8c31-b98570db583f,fa6b3223-0c9a-40e9-b075-9220ef58763e,574b6250-a15e-4791-91ca-52f8a73545cb,Strategy Consulting,Professional technical support service,development,fixed,396.73,,,5,False,USD,True,76,18217.54,['bulk_order'],2025-10-24T04:28:55.843674,e6daabab-f289-47f2-91c8-de431d5400de
f3467e9f-5863-4227-a77f-f735383cf918,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Performance Review,Professional analytics setup service,consulting,monthly,,,2696.36,0,True,USD,True,71,46886.59,[],2026-05-24T09:07:24.843694,70a1a11d-5ed0-4a43-ae45-a3d2f63e8213
a2e32d37-c0a8-48ed-a4f2-1092f7affcee,fa6b3223-0c9a-40e9-b075-9220ef58763e,808f872e-dc88-46c1-9a85-15de01a2dee8,Workflow Optimization,Professional crm implementation service,support,project,,,,10,True,USD,True,32,19207.24,[],2026-07-30T13:56:16.843714,b0e0e9fd-ef8b-47d5-b426-0e52c2535506
23cfe895-1dff-446d-ac5c-62b8cb541c42,fa6b3223-0c9a-40e9-b075-9220ef58763e,8bbcb3eb-efb8-4945-b4ac-e77ecc1e9136,Security Audit,Professional seo optimization service,support,hourly,,166.45,,10,True,USD,True,92,15967.19,['enterprise'],2025-11-17T18:54:05.843735,73a569a6-1e94-43c5-ab7e-31c0c0b2a6fb
3f36b86f-e602-440d-80d0-4ed28b3b4240,fa6b3223-0c9a-40e9-b075-9220ef58763e,f093406c-2258-42dd-9438-2ed0ca406128,Integration Setup,Professional content creation service,support,monthly,,,4366.56,10,True,USD,True,69,27094.11,"['bulk_order', 'new_market']",2025-11-21T01:23:07.843814,056273a6-60a0-4f5f-96b3-0a1f9b494aa8
72db92ab-b1ee-4b5b-b2bb-b61d70836619,fa6b3223-0c9a-40e9-b075-9220ef58763e,,Integration Setup,Professional training workshop service,implementation,project,,,,5,True,USD,True,99,42637.5,[],2026-02-21T11:06:16.843850,73a569a6-1e94-43c5-ab7e-31c0c0b2a6fb
ab82b1d2-6196-42e7-ac37-8609421e88ec,fa6b3223-0c9a-40e9-b075-9220ef58763e,3669486f-9e2e-4261-9325-64b9a287f6d3,Workflow Optimization,Professional email campaign management service,support,monthly,,,2094.64,5,True,USD,True,47,7504.19,"['vip', 'new_market']",2026-01-16T21:53:19.843904,73a569a6-1e94-43c5-ab7e-31c0c0b2a6fb
689adaff-3aca-43d5-9363-5644d1193739,fa6b3223-0c9a-40e9-b075-9220ef58763e,6d0810d6-f42f-44ad-a3b9-4a98e00137bc,Content Creation,Professional crm implementation service,support,project,,,,10,True,USD,True,16,44576.6,['webinar_attendee'],2026-01-05T21:44:05.843942,d3f2a2a5-f425-4786-ac66-99c3ddb5fe75
f4ef0e32-5d42-4c94-b570-7ac9996078b6,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Lead Generation,Professional analytics setup service,training,monthly,,,4856.56,5,False,USD,True,10,2735.64,[],2026-06-20T20:05:52.846797,0002ada9-8f33-49a6-b9b4-7aa4a8a79084
803a84a6-4b57-496e-8800-b4555c9c4a25,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Content Creation,Professional analytics setup service,development,project,,,,5,True,USD,True,50,38884.15,['enterprise'],2025-11-30T10:02:52.846844,a120de43-c4d0-46d0-8c1a-3b6044216650
75d02735-c8b8-489e-8120-eefa6a003533,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,3c602196-ccd4-481a-b9e4-015592c513a4,Lead Generation,Professional performance review service,consulting,fixed,388.74,,,5,True,USD,True,15,9913.22,[],2026-04-06T23:28:24.846883,0002ada9-8f33-49a6-b9b4-7aa4a8a79084
94e0a229-b136-4cdc-ab03-7daeb30d0048,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,SEO Optimization,Professional email campaign management service,support,monthly,,,3608.06,10,False,USD,True,83,7557.38,"['enterprise', 'high_priority']",2026-06-22T22:31:20.846908,34cd9ae9-7de1-4193-9109-53462c16ece9
e7fabd5d-4975-471d-9c79-60cfaab8626c,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Custom Development,Professional workflow optimization service,implementation,fixed,160.8,,,10,True,USD,True,44,18002.79,[],2026-06-04T15:10:09.846937,de2d46fb-a956-4b96-bc60-115ccf0715a6
39307459-4cbc-4bad-9b22-d6491232e629,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Strategy Consulting,Professional analytics setup service,training,monthly,,,576.1,10,True,USD,True,97,46753.17,['win_back'],2026-04-21T12:10:26.846959,46cb662a-e863-4194-99df-ab55ff22701c
26c41810-cb34-4d91-add8-d27f6d7bf309,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,CRM Implementation,Professional performance review service,development,project,,,,5,True,USD,True,34,41978.11,['at_risk'],2025-08-11T18:32:36.846979,e52849ba-01bf-4e30-a6ad-e02749ff23a9
9c757c5d-c92e-41c5-82cc-d2800658ea13,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Strategy Consulting,Professional custom development service,consulting,fixed,285.11,,,5,True,USD,True,18,6805.35,[],2026-01-30T12:03:28.847000,ded2cebc-b69e-4191-9d44-4929e9d428d1
f05af59a-b16f-482d-9ad3-bd2b3cbef044,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,c357fbaf-8027-4d2e-8395-9f6d187afc3d,SEO Optimization,Professional analytics setup service,implementation,fixed,139.31,,,5,True,USD,True,9,42758.13,['new_market'],2026-03-14T08:49:31.847021,e52849ba-01bf-4e30-a6ad-e02749ff23a9
2d5d599f-55b2-4e99-972f-275e10777acd,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Technical Support,Professional seo optimization service,support,project,,,,0,True,USD,True,40,12606.09,['webinar_attendee'],2026-06-14T17:43:02.847041,46cb662a-e863-4194-99df-ab55ff22701c
7c39fd08-db05-4f2e-a8e0-22ae70c1816f,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Strategy Consulting,Professional seo optimization service,support,monthly,,,3775.16,5,True,USD,True,86,5924.22,['high_priority'],2026-03-07T14:47:38.847062,de2d46fb-a956-4b96-bc60-115ccf0715a6
6bee3cc5-aa88-457e-a23a-b69a83d7521f,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Content Creation,Professional content creation service,training,hourly,,221.87,,10,True,USD,False,87,40897.27,['pricing_page'],2026-01-10T14:17:09.847081,34cd9ae9-7de1-4193-9109-53462c16ece9
7a1d4e6b-7520-4085-b35a-9bcb6475964c,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Analytics Setup,Professional analytics setup service,training,monthly,,,1743.8,0,True,USD,True,8,19746.27,[],2025-08-22T01:47:55.847105,1773f9d2-3516-4ff5-9acc-3b6a7b2ce872
25a64196-80c7-48c1-b844-06f25add17f7,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,41e4282b-b5c1-406f-8702-33068de256e7,Data Migration,Professional analytics setup service,consulting,hourly,,184.67,,10,True,USD,True,66,19755.54,['demo'],2026-06-06T04:52:46.847127,0002ada9-8f33-49a6-b9b4-7aa4a8a79084
c3bbc2b5-2a81-4007-8eac-0fe5ac3b4319,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,62519856-e0eb-4e63-b9dc-1fcdf82973b5,Training Workshop,Professional training workshop service,development,project,,,,0,True,USD,True,8,38845.99,[],2026-02-20T21:20:13.847147,e16f7e8e-9f87-481c-a95f-799224a1dd30
ce703b3f-66a0-4a3b-924e-f73bb43ac0ee,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Analytics Setup,Professional security audit service,support,hourly,,158.44,,5,True,USD,True,79,48613.59,"['churned', 'vip']",2025-08-21T22:35:27.847222,a120de43-c4d0-46d0-8c1a-3b6044216650
acc3b381-c1d1-4012-a3cd-782202d12df6,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Custom Development,Professional strategy consulting service,consulting,fixed,336.24,,,5,False,USD,False,40,4531.31,['bulk_order'],2026-03-08T18:30:40.847272,7d137f66-8604-40bf-ba81-6af4667de5ac
546f59fa-2d74-44d0-859b-e2c0c88a2582,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Strategy Consulting,Professional performance review service,consulting,fixed,256.32,,,10,True,USD,True,70,46666.14,[],2026-04-11T22:39:46.847305,bebdbef1-3be2-4351-a13f-43e46af2a5a2
ea47710d-e3ef-41df-ab55-01e784fb138d,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Data Migration,Professional crm implementation service,development,fixed,246.02,,,10,True,USD,True,32,32786.5,[],2025-11-01T02:26:02.847327,e52849ba-01bf-4e30-a6ad-e02749ff23a9
e9293bfc-6dcd-4395-bcbc-7962476508f9,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,db6efd8a-6899-4871-9e4a-14451661a031,Content Creation,Professional strategy consulting service,development,hourly,,252.92,,10,True,USD,True,100,20294.4,"['trial', 'high_priority']",2026-05-17T17:21:52.847350,02fc8d0f-48ca-4ab5-95da-9f2f51d44e5b
0840e756-9e92-478e-8559-12221cb6b14c,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Custom Development,Professional integration setup service,support,fixed,120.89,,,10,True,USD,False,68,42535.65,[],2026-03-24T06:34:59.847371,e52849ba-01bf-4e30-a6ad-e02749ff23a9
c44f379d-905a-4e4e-840c-ac558773f639,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,SEO Optimization,Professional technical support service,consulting,monthly,,,4148.33,5,True,USD,True,89,16935.47,[],2026-06-22T23:00:01.847395,ded2cebc-b69e-4191-9d44-4929e9d428d1
e8c64f17-9ab4-4bcc-829d-2a3fbc267955,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,SEO Optimization,Professional training workshop service,implementation,hourly,,160.2,,5,True,USD,True,9,43474.81,"['pricing_page', 'existing_customer']",2025-11-27T06:10:16.847424,8c00e028-41da-4e2c-91bf-e06c6f74595b
d3629018-1856-43c5-aebc-5b72abe4f867,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Security Audit,Professional integration setup service,development,fixed,469.0,,,10,True,USD,True,37,44459.29,[],2025-11-20T06:45:12.847448,1773f9d2-3516-4ff5-9acc-3b6a7b2ce872
b2c35685-3fb3-4355-8521-5838e19c9904,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,d9a4acd3-1db2-49b1-8bca-85c58012d8e9,Workflow Optimization,Professional strategy consulting service,implementation,project,,,,0,False,USD,True,94,23945.82,"['low_priority', 'churned']",2026-02-26T05:28:31.847469,1773f9d2-3516-4ff5-9acc-3b6a7b2ce872
efab6b44-8abc-4c5e-bddc-b1a52bc758b9,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Integration Setup,Professional email campaign management service,consulting,project,,,,10,True,USD,True,91,16926.08,['win_back'],2025-12-27T21:42:04.847488,a120de43-c4d0-46d0-8c1a-3b6044216650
93df6292-7355-4f99-87ac-ac7fa4c0683c,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Technical Support,Professional crm implementation service,support,hourly,,263.73,,10,True,USD,True,96,43585.64,[],2026-07-22T17:52:17.847507,34cd9ae9-7de1-4193-9109-53462c16ece9
959513af-18af-4cbb-8ec3-c51ab9e071ad,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Custom Development,Professional technical support service,implementation,fixed,404.06,,,5,False,USD,True,35,10727.65,['pricing_page'],2026-01-22T09:48:24.847527,1773f9d2-3516-4ff5-9acc-3b6a7b2ce872
182a1bbe-58fa-4b33-840e-57c48ced54e8,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Security Audit,Professional training workshop service,consulting,hourly,,294.34,,5,True,USD,True,43,8844.76,['startup'],2026-06-17T06:09:04.847547,a120de43-c4d0-46d0-8c1a-3b6044216650
bdc09779-08d9-4587-85a6-fdee5f188626,7179207a-0cc9-48e0-87e1-8cd7d2f9f721,,Training Workshop,Professional analytics setup service,development,project,,,,5,True,USD,True,1,44483.3,"['cold_lead', 'churned']",2025-11-26T12:36:41.847568,1773f9d2-3516-4ff5-9acc-3b6a7b2ce872
